path,size_bytes,git_status,classification,category,needed_for_v5,needed_for_history,regenerable,recommendation,reason
docs/V4/V4_REPOSITORY_CONTINUITY_CONTRACT.md,5902,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4/V4_USER_MANUAL.md,10134,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/LEGACYMAPPER_GLOSSARY_V4_1.md,16618,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/LEGACYMAPPER_TECHNICAL_MANUAL_V4_1.md,40710,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/LEGACYMAPPER_USER_MANUAL_V4_1.md,20520,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/POST_V4_1_DOCUMENTATION_CLOSURE_AND_VERSIONING_RESULT.md,6924,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/POST_V4_1_USER_TECHNICAL_MANUALS_AND_GLOSSARY_RESULT.md,10649,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_FINAL_CLOSURE_AND_VERSIONING_RESULT.md,8926,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R0_CLOSURE_AND_VERSIONING_RESULT.md,7421,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R0_MAINTAINABILITY_INVENTORY_AND_REFACTOR_PLAN_RESULT.md,21469,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R10_FINAL_BASELINE_AND_FORMAL_CLOSURE_RESULT.md,11662,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R1_CLOSURE_AND_VERSIONING_RESULT.md,8818,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R1_REGRESSION_FIX_AND_SHARED_JSON_RENDERER_RESULT.md,19365,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R2_CLOSURE_AND_VERSIONING_RESULT.md,7789,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R2_MODELS_TYPES_AND_PUBLIC_CONTRACTS_READABILITY_RESULT.md,17476,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R3_CLOSURE_AND_VERSIONING_RESULT.md,6467,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R3_LOW_RISK_NAMING_READABILITY_RESULT.md,16742,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R4_CLOSURE_AND_VERSIONING_RESULT.md,7567,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R4_READINESS_MODULE_DECOMPOSITION_RESULT.md,22233,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R5_CLOSURE_AND_VERSIONING_RESULT.md,8877,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R5_RISKY_ORCHESTRATORS_CHARACTERIZATION_RESULT.md,20735,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R6_CLOSURE_AND_VERSIONING_RESULT.md,9488,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R6_GAP_CLOSURE_AND_CONTROLLED_EXTRACTION_RESULT.md,20409,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R7_CLOSURE_AND_VERSIONING_RESULT.md,9232,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R7_EXCEPTION_BOUNDARIES_AND_ADAPTER_CLEANUP_RESULT.md,15023,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R8_CLOSURE_AND_VERSIONING_RESULT.md,8930,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R8_NAMING_AND_DOCUMENTATION_PART_2_RESULT.md,12577,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R9_CLOSURE_AND_VERSIONING_RESULT.md,9857,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_1/V4_1_R9_COMPREHENSIVE_REGRESSION_AND_BEHAVIORAL_EQUIVALENCE_RESULT.md,17289,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/LEGACYMAPPER_TECHNICAL_MANUAL_V4_2.md,16374,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/LEGACYMAPPER_USER_MANUAL_V4_2.md,12059,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_APPROVAL_SURFACE_DESIGN.md,11311,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_FINAL_CLOSURE_AND_VERSIONING_RESULT.md,13884,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R0_FULL_PIPELINE_ARCHITECTURE_AND_INVENTORY_RESULT.md,37957,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R1_CLI_CONTRACT_AND_EXECUTION_MODEL_RESULT.md,15341,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R2_DETERMINISTIC_FULL_PIPELINE_ORCHESTRATOR_RESULT.md,25363,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R3_DETERMINISTIC_TECHNICAL_DOCUMENTATION_RESULT.md,22852,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R4_AI_INTERPRETATION_AND_PROPOSAL_INTEGRATION_RESULT.md,27545,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R5_1_EXIT_CODE_CONTRACT_AND_REAL_PROVIDER_GUARD_RESULT.md,12918,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R5_R5_1_CLOSURE_AND_VERSIONING_RESULT.md,4600,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R5_UNIFIED_CLI_AND_OPERATIONAL_UX_RESULT.md,18700,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R6_CLOSURE_AND_VERSIONING_RESULT.md,5253,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R6_ROBUSTNESS_RECOVERY_SECURITY_AND_APPROVAL_SURFACE_RESULT.md,28589,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R7_1_FINDINGS_VERIFICATION.md,10352,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R7_1_REAL_PILOT_FINDINGS_CORRECTION_RESULT.md,8645,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R7_R7_1_CLOSURE_AND_VERSIONING_RESULT.md,7028,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R7_REAL_IST_DOCUMENTATION_REVIEW.md,24693,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R7_REAL_IST_PILOT_AND_COMMITTABLE_FIXTURE_RESULT.md,10038,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R7_SYNTHETIC_FIXTURE_VALIDATION.md,7209,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R8_DOCUMENTATION_AT_SCALE_FINAL_BASELINE_AND_CLOSURE_PREPARATION_RESULT.md,17090,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
docs/V4_2/V4_2_R8_FINAL_DOCUMENTATION_REVIEW.md,10246,tracked,KEEP,documentation,yes,yes,no,KEEP,Versioned technical/user documentation and round closure results.
legacy_documenter/**/__pycache__/,1430841,ignored,EXCLUDE,cache,no,no,yes,EXCLUDE,"Aggregated directory row (169 files) - Python bytecode cache, already excluded via .gitignore (__pycache__/); fully regenerable."
legacy_documenter/__init__.py,43,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/__init__.py,28,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/_flow_graph_construction.py,1071,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/_flow_key_labels.py,1368,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/_flow_report_composition.py,3121,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/call_resolver.py,8224,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/database_resolver.py,9166,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/deep_interpretation.py,13345,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/deep_source.py,12570,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/dependency_resolver.py,4913,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/flow_resolver.py,19594,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/targeted_exhaustion.py,9129,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/analysis/web_entry_resolver.py,10771,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/cli/__init__.py,482,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/cli/artifact_lifecycle.py,5289,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/cli/execution_model.py,4835,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/cli/full_pipeline.py,25713,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/cli/parser.py,5819,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/cli/pipeline_stages.py,19562,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/cli/router.py,4495,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/cli/run_summary_presenter.py,11143,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/cli/serialization.py,927,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/cli/stage_identity.py,1979,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/config.py,365,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/context/__init__.py,1074,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/context/composer.py,4592,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/context/context_builder.py,1979,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/context/resolver.py,3509,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/context/system_context_builder.py,14099,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/__init__.py,414,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/aggregation.py,5305,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/consistency.py,13539,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/consistency_run.py,4280,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/contracts.py,5946,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/coverage.py,7211,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/envelope.py,4518,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/evidence_catalog.py,6431,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/evidence_resume.py,214,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/generator.py,13968,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/hierarchical.py,8225,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/human_review.py,11533,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/interpretation.py,6889,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/renderer.py,4430,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/resume.py,9856,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/second_review.py,7305,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/synthesis.py,8732,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/documentation/systematic.py,10406,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/exporters/__init__.py,48,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/exporters/_documentation_partitioning.py,2707,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/exporters/json_exporter.py,906,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/exporters/markdown_exporter.py,6461,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/exporters/technical_documentation_renderer.py,38170,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/__init__.py,40,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/_database_classification.py,1099,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/_database_line_scanner.py,1305,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/_database_token_parsing.py,2234,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/call_extractor.py,9963,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/database_extractor.py,21917,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/solution_extractor.py,824,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/vbnet_extractor.py,4794,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/vbproj_extractor.py,2805,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/web_event_extractor.py,4770,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/webconfig_extractor.py,3143,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/extractors/webforms_extractor.py,3522,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/__init__.py,55,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/_readiness_evidence.py,3977,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/_readiness_io.py,430,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/_readiness_parsing.py,2833,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/approval/__init__.py,728,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/approval/contract_report.py,11823,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/approval/enums.py,1783,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/approval/example_report.py,11799,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/approval/models.py,4480,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/approval/service.py,10919,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/canonical/__init__.py,1279,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/canonical/contract_report.py,16455,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/canonical/example_report.py,15794,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/canonical/models.py,6490,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/canonical/service.py,14332,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/classification/__init__.py,625,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/classification/catalog.py,7591,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/classification/contract_report.py,6277,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/classification/enums.py,1558,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/classification/models.py,5359,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/classification/service.py,7458,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/closure/__init__.py,972,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/closure/artifact_hashes.py,4489,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/closure/baseline_report.py,6132,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/closure/maintainability.py,6251,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/closure/manifest_report.py,4788,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/domain/__init__.py,388,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/domain/enums.py,3160,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/domain/models.py,10039,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/ingestion/__init__.py,617,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/ingestion/contract_report.py,6547,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/ingestion/models.py,2159,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/ingestion/service.py,7642,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/input/__init__.py,600,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/input/catalog.py,9500,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/input/contract_report.py,4271,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/input/contracts.py,2579,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/input/normalization.py,2982,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/input/validator.py,7268,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/plugin_projection/__init__.py,533,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/plugin_projection/contract_report.py,16310,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/plugin_projection/example_report.py,12082,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/plugin_projection/models.py,10564,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/plugin_projection/serializer.py,6226,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/plugin_projection/service.py,4316,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/plugin_projection/validator.py,7359,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/projection/__init__.py,1238,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/projection/contract_report.py,15001,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/projection/disk_io.py,1203,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/projection/example_report.py,10968,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/projection/markdown_renderer.py,4225,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/projection/models.py,9372,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/projection/rules.py,14566,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/projection/service.py,5238,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/proposals/__init__.py,439,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/proposals/contract_report.py,12377,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/proposals/enums.py,2488,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/proposals/example_report.py,7200,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/proposals/models.py,7584,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/proposals/service.py,11537,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/provenance/__init__.py,490,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/provenance/contract_report.py,4459,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/provenance/enums.py,2319,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/provenance/graph.py,9724,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/provenance/models.py,5631,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/readiness.py,12178,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/relations/__init__.py,91,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/relations/contract_report.py,9602,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/relations/enums.py,1666,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/relations/example_report.py,3915,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/relations/models.py,5205,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/relations/service.py,10070,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/temporal/__init__.py,718,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/temporal/contract_report.py,6395,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/temporal/enums.py,790,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/temporal/models.py,3137,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/knowledge/temporal/service.py,6005,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/llm/__init__.py,21,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/llm/copilot_pilot.py,6248,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/llm/core.py,6517,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/llm/providers/__init__.py,74,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/llm/providers/copilot.py,5921,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/llm/providers/gemini.py,3494,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/main.py,5392,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/models/__init__.py,515,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
legacy_documenter/models/call.py,1861,tracked,KEEP,source,yes,no,no,KEEP,Application source code (pipeline implementation).
